id,kind,theme,learning_label,section_hint,source_repo_path,dest,notes
plot-106,plot,episode-diagnostics-eval,learning,Results,backend/autonomous_control/runs/9998217142297111_ml_mpo_decoupled_dual_vector_sparse_22-15-02/plots/eval_episode_diagnostics.png,plots/plot_106_episode-diagnostics-eval_965bfa29.png,exists; run=9998217142297111_ml_mpo_decoupled_dual_vector_sparse_22-15-02
plot-107,plot,episode-diagnostics-eval,not_learning,Results,backend/autonomous_control/runs/9998217144237087_ml_mpo_safe_mode_penalty_safe_mode_penalty_on_21-42-42/plots/eval_episode_diagnostics.png,plots/plot_107_episode-diagnostics-eval_b9780f3c.png,exists; run=9998217144237087_ml_mpo_safe_mode_penalty_safe_mode_penalty_on_21-42-42
plot-108,plot,episode-diagnostics-eval,na,Results,backend/autonomous_control/runs/9998217164480175_ml_mpo_decoupled_dual_torque_sparse_16-05-19/plots/eval_episode_diagnostics.png,plots/plot_108_episode-diagnostics-eval_24199622.png,exists; run=9998217164480175_ml_mpo_decoupled_dual_torque_sparse_16-05-19
plot-109,plot,episode-diagnostics-eval,learning,Results,backend/autonomous_control/runs/9998217165798903_ml_sac_shutter_split_15-43-20/plots/eval_episode_diagnostics.png,plots/plot_109_episode-diagnostics-eval_164210af.png,exists; run=9998217165798903_ml_sac_shutter_split_15-43-20
plot-110,plot,episode-diagnostics-eval,learning,Results,backend/autonomous_control/runs/9998217172220712_ml_sac_vector_budget_13-56-17/plots/eval_episode_diagnostics.png,plots/plot_110_episode-diagnostics-eval_c5c6d2a2.png,exists; run=9998217172220712_ml_sac_vector_budget_13-56-17
plot-111,plot,episode-diagnostics-eval,na,Results,backend/autonomous_control/runs/9998217182442815_ml_ref_ref1_vector_11-05-57/plots/eval_episode_diagnostics.png,plots/plot_111_episode-diagnostics-eval_1731dcb8.png,exists; run=9998217182442815_ml_ref_ref1_vector_11-05-57
plot-112,plot,episode-diagnostics-eval,na,Results,backend/autonomous_control/runs/9998217183842846_ml_ref_ref0_torque_10-42-36/plots/eval_episode_diagnostics.png,plots/plot_112_episode-diagnostics-eval_7cba052d.png,exists; run=9998217183842846_ml_ref_ref0_torque_10-42-36
plot-113,plot,episode-diagnostics-eval,na,Results,backend/autonomous_control/runs/9998217183948906_ml_ref_ref1_vector_10-40-50/plots/eval_episode_diagnostics.png,plots/plot_113_episode-diagnostics-eval_0ffeadb9.png,exists; run=9998217183948906_ml_ref_ref1_vector_10-40-50
plot-114,plot,episode-diagnostics-eval,na,Results,backend/autonomous_control/runs/9998217211235184_ml_encoder_r2_sac_a1_03-06-04/plots/eval_episode_diagnostics.png,plots/plot_114_episode-diagnostics-eval_7f563ada.png,exists; run=9998217211235184_ml_encoder_r2_sac_a1_03-06-04
plot-115,plot,episode-diagnostics-eval,na,Results,backend/autonomous_control/runs/9998217212521862_ml_encoder_r2_sac_a0_02-44-37/plots/eval_episode_diagnostics.png,plots/plot_115_episode-diagnostics-eval_b5fb9be5.png,exists; run=9998217212521862_ml_encoder_r2_sac_a0_02-44-37
plot-116,plot,episode-diagnostics-eval,not_learning,Results,backend/autonomous_control/runs/9998217214701278_ml_mpo_model_size_mpo_l_02-08-18/plots/eval_episode_diagnostics.png,plots/plot_116_episode-diagnostics-eval_d3a2e2f0.png,exists; run=9998217214701278_ml_mpo_model_size_mpo_l_02-08-18
plot-117,plot,episode-diagnostics-eval,not_learning,Results,backend/autonomous_control/runs/9998217216712049_ml_mpo_model_size_mpo_m_01-34-47/plots/eval_episode_diagnostics.png,plots/plot_117_episode-diagnostics-eval_4cc5c240.png,exists; run=9998217216712049_ml_mpo_model_size_mpo_m_01-34-47
plot-118,plot,episode-diagnostics-eval,not_learning,Results,backend/autonomous_control/runs/9998217218692971_ml_mpo_model_size_mpo_s_01-01-46/plots/eval_episode_diagnostics.png,plots/plot_118_episode-diagnostics-eval_3a920896.png,exists; run=9998217218692971_ml_mpo_model_size_mpo_s_01-01-46
plot-119,plot,episode-diagnostics-eval,na,Results,backend/autonomous_control/runs/9998217220057912_ml_ref_ref1_vector_00-39-02/plots/eval_episode_diagnostics.png,plots/plot_119_episode-diagnostics-eval_c946a98a.png,exists; run=9998217220057912_ml_ref_ref1_vector_00-39-02
src-a1d75396,source_video,static-target-placement,na,na,backend/notebooks/s01/artifacts/07-baseline-overflight.mp4,themes/01_target_placement/source/07-baseline-overflight__07-baseline-overflight.mp4,hardlink; baseline overflight
targets-early-00,frame,static-target-placement,na,Introduction / Methods,backend/notebooks/s01/artifacts/07-baseline-overflight.mp4,themes/01_target_placement/frames/targets-early_n00_of_03_f000057_t0002.9s.png,baseline corridor (early); neighbor 1/3; frame=57
targets-early-01,frame,static-target-placement,na,Introduction / Methods,backend/notebooks/s01/artifacts/07-baseline-overflight.mp4,themes/01_target_placement/frames/targets-early_n01_of_03_f000066_t0003.3s.png,baseline corridor (early); neighbor 2/3; frame=66
targets-early-02,frame,static-target-placement,na,Introduction / Methods,backend/notebooks/s01/artifacts/07-baseline-overflight.mp4,themes/01_target_placement/frames/targets-early_n02_of_03_f000075_t0003.8s.png,baseline corridor (early); neighbor 3/3; frame=75
targets-approach-00,frame,static-target-placement,na,Introduction / Methods,backend/notebooks/s01/artifacts/07-baseline-overflight.mp4,themes/01_target_placement/frames/targets-approach_n00_of_03_f000144_t0007.2s.png,baseline corridor (approach); neighbor 1/3; frame=144
targets-approach-01,frame,static-target-placement,na,Introduction / Methods,backend/notebooks/s01/artifacts/07-baseline-overflight.mp4,themes/01_target_placement/frames/targets-approach_n01_of_03_f000153_t0007.7s.png,baseline corridor (approach); neighbor 2/3; frame=153
targets-approach-02,frame,static-target-placement,na,Introduction / Methods,backend/notebooks/s01/artifacts/07-baseline-overflight.mp4,themes/01_target_placement/frames/targets-approach_n02_of_03_f000162_t0008.1s.png,baseline corridor (approach); neighbor 3/3; frame=162
targets-mid-00,frame,static-target-placement,na,Introduction / Methods,backend/notebooks/s01/artifacts/07-baseline-overflight.mp4,themes/01_target_placement/frames/targets-mid_n00_of_03_f000209_t0010.4s.png,baseline corridor (mid); neighbor 1/3; frame=209
targets-mid-01,frame,static-target-placement,na,Introduction / Methods,backend/notebooks/s01/artifacts/07-baseline-overflight.mp4,themes/01_target_placement/frames/targets-mid_n01_of_03_f000218_t0010.9s.png,baseline corridor (mid); neighbor 2/3; frame=218
targets-mid-02,frame,static-target-placement,na,Introduction / Methods,backend/notebooks/s01/artifacts/07-baseline-overflight.mp4,themes/01_target_placement/frames/targets-mid_n02_of_03_f000227_t0011.3s.png,baseline corridor (mid); neighbor 3/3; frame=227
targets-late-00,frame,static-target-placement,na,Introduction / Methods,backend/notebooks/s01/artifacts/07-baseline-overflight.mp4,themes/01_target_placement/frames/targets-late_n00_of_03_f000319_t0015.9s.png,baseline corridor (late); neighbor 1/3; frame=319
targets-late-01,frame,static-target-placement,na,Introduction / Methods,backend/notebooks/s01/artifacts/07-baseline-overflight.mp4,themes/01_target_placement/frames/targets-late_n01_of_03_f000328_t0016.4s.png,baseline corridor (late); neighbor 2/3; frame=328
targets-late-02,frame,static-target-placement,na,Introduction / Methods,backend/notebooks/s01/artifacts/07-baseline-overflight.mp4,themes/01_target_placement/frames/targets-late_n02_of_03_f000337_t0016.9s.png,baseline corridor (late); neighbor 3/3; frame=337
src-cc7f1756,source_video,dynamic-cloud-generation,na,na,backend/notebooks/s01/artifacts/07-baseline-overflight-vector.mp4,themes/02_cloud_motion/source/07-baseline-overflight-vector__07-baseline-overflight-vector.mp4,hardlink; cloud motion source
src-24326b61,source_video,dynamic-cloud-generation,na,na,backend/notebooks/s01/artifacts/07-baseline-overflight.mp4,themes/02_cloud_motion/source/07-baseline-overflight__07-baseline-overflight.mp4,hardlink; alt baseline
clouds-early5-00,frame,dynamic-cloud-generation,na,Methods,backend/notebooks/s01/artifacts/07-baseline-overflight-vector.mp4,themes/02_cloud_motion/frames/clouds-early5_n00_of_05_f000113_t0005.7s.png,cloud field neighbor series; neighbor 1/5; frame=113
clouds-early5-01,frame,dynamic-cloud-generation,na,Methods,backend/notebooks/s01/artifacts/07-baseline-overflight-vector.mp4,themes/02_cloud_motion/frames/clouds-early5_n01_of_05_f000122_t0006.1s.png,cloud field neighbor series; neighbor 2/5; frame=122
clouds-early5-02,frame,dynamic-cloud-generation,na,Methods,backend/notebooks/s01/artifacts/07-baseline-overflight-vector.mp4,themes/02_cloud_motion/frames/clouds-early5_n02_of_05_f000131_t0006.5s.png,cloud field neighbor series; neighbor 3/5; frame=131
clouds-early5-03,frame,dynamic-cloud-generation,na,Methods,backend/notebooks/s01/artifacts/07-baseline-overflight-vector.mp4,themes/02_cloud_motion/frames/clouds-early5_n03_of_05_f000140_t0007.0s.png,cloud field neighbor series; neighbor 4/5; frame=140
clouds-early5-04,frame,dynamic-cloud-generation,na,Methods,backend/notebooks/s01/artifacts/07-baseline-overflight-vector.mp4,themes/02_cloud_motion/frames/clouds-early5_n04_of_05_f000149_t0007.5s.png,cloud field neighbor series; neighbor 5/5; frame=149
clouds-mid5-00,frame,dynamic-cloud-generation,na,Methods,backend/notebooks/s01/artifacts/07-baseline-overflight-vector.mp4,themes/02_cloud_motion/frames/clouds-mid5_n00_of_05_f000179_t0008.9s.png,cloud field neighbor series; neighbor 1/5; frame=179
clouds-mid5-01,frame,dynamic-cloud-generation,na,Methods,backend/notebooks/s01/artifacts/07-baseline-overflight-vector.mp4,themes/02_cloud_motion/frames/clouds-mid5_n01_of_05_f000188_t0009.4s.png,cloud field neighbor series; neighbor 2/5; frame=188
clouds-mid5-02,frame,dynamic-cloud-generation,na,Methods,backend/notebooks/s01/artifacts/07-baseline-overflight-vector.mp4,themes/02_cloud_motion/frames/clouds-mid5_n02_of_05_f000197_t0009.8s.png,cloud field neighbor series; neighbor 3/5; frame=197
clouds-mid5-03,frame,dynamic-cloud-generation,na,Methods,backend/notebooks/s01/artifacts/07-baseline-overflight-vector.mp4,themes/02_cloud_motion/frames/clouds-mid5_n03_of_05_f000206_t0010.3s.png,cloud field neighbor series; neighbor 4/5; frame=206
clouds-mid5-04,frame,dynamic-cloud-generation,na,Methods,backend/notebooks/s01/artifacts/07-baseline-overflight-vector.mp4,themes/02_cloud_motion/frames/clouds-mid5_n04_of_05_f000215_t0010.8s.png,cloud field neighbor series; neighbor 5/5; frame=215
clouds-mid7-00,frame,dynamic-cloud-generation,na,Methods,backend/notebooks/s01/artifacts/07-baseline-overflight-vector.mp4,themes/02_cloud_motion/frames/clouds-mid7_n00_of_07_f000213_t0010.7s.png,cloud field neighbor series; neighbor 1/7; frame=213
clouds-mid7-01,frame,dynamic-cloud-generation,na,Methods,backend/notebooks/s01/artifacts/07-baseline-overflight-vector.mp4,themes/02_cloud_motion/frames/clouds-mid7_n01_of_07_f000222_t0011.1s.png,cloud field neighbor series; neighbor 2/7; frame=222
clouds-mid7-02,frame,dynamic-cloud-generation,na,Methods,backend/notebooks/s01/artifacts/07-baseline-overflight-vector.mp4,themes/02_cloud_motion/frames/clouds-mid7_n02_of_07_f000231_t0011.6s.png,cloud field neighbor series; neighbor 3/7; frame=231
clouds-mid7-03,frame,dynamic-cloud-generation,na,Methods,backend/notebooks/s01/artifacts/07-baseline-overflight-vector.mp4,themes/02_cloud_motion/frames/clouds-mid7_n03_of_07_f000240_t0012.0s.png,cloud field neighbor series; neighbor 4/7; frame=240
clouds-mid7-04,frame,dynamic-cloud-generation,na,Methods,backend/notebooks/s01/artifacts/07-baseline-overflight-vector.mp4,themes/02_cloud_motion/frames/clouds-mid7_n04_of_07_f000249_t0012.4s.png,cloud field neighbor series; neighbor 5/7; frame=249
clouds-mid7-05,frame,dynamic-cloud-generation,na,Methods,backend/notebooks/s01/artifacts/07-baseline-overflight-vector.mp4,themes/02_cloud_motion/frames/clouds-mid7_n05_of_07_f000258_t0012.9s.png,cloud field neighbor series; neighbor 6/7; frame=258
clouds-mid7-06,frame,dynamic-cloud-generation,na,Methods,backend/notebooks/s01/artifacts/07-baseline-overflight-vector.mp4,themes/02_cloud_motion/frames/clouds-mid7_n06_of_07_f000267_t0013.3s.png,cloud field neighbor series; neighbor 7/7; frame=267
clouds-late5-00,frame,dynamic-cloud-generation,na,Methods,backend/notebooks/s01/artifacts/07-baseline-overflight-vector.mp4,themes/02_cloud_motion/frames/clouds-late5_n00_of_05_f000288_t0014.4s.png,cloud field neighbor series; neighbor 1/5; frame=288
clouds-late5-01,frame,dynamic-cloud-generation,na,Methods,backend/notebooks/s01/artifacts/07-baseline-overflight-vector.mp4,themes/02_cloud_motion/frames/clouds-late5_n01_of_05_f000297_t0014.8s.png,cloud field neighbor series; neighbor 2/5; frame=297
clouds-late5-02,frame,dynamic-cloud-generation,na,Methods,backend/notebooks/s01/artifacts/07-baseline-overflight-vector.mp4,themes/02_cloud_motion/frames/clouds-late5_n02_of_05_f000306_t0015.3s.png,cloud field neighbor series; neighbor 3/5; frame=306
clouds-late5-03,frame,dynamic-cloud-generation,na,Methods,backend/notebooks/s01/artifacts/07-baseline-overflight-vector.mp4,themes/02_cloud_motion/frames/clouds-late5_n03_of_05_f000315_t0015.8s.png,cloud field neighbor series; neighbor 4/5; frame=315
clouds-late5-04,frame,dynamic-cloud-generation,na,Methods,backend/notebooks/s01/artifacts/07-baseline-overflight-vector.mp4,themes/02_cloud_motion/frames/clouds-late5_n04_of_05_f000324_t0016.2s.png,cloud field neighbor series; neighbor 5/5; frame=324
src-63f6f9ff,source_video,dynamic-safety-maneuver,not_learning,na,backend/autonomous_control/runs/9998217183842846_ml_ref_ref0_torque_10-42-36/videos/eval_best.mp4,themes/03_safety_maneuver/source/9998217183842846_ml_ref_ref0_torque_10-42-36__eval_best.mp4,hardlink; safety scout ref0
safety-ref0-00,frame,dynamic-safety-maneuver,not_learning,Methods / Discussion,backend/autonomous_control/runs/9998217183842846_ml_ref_ref0_torque_10-42-36/videos/eval_best.mp4,themes/03_safety_maneuver/frames/safety-ref0_n00_of_05_f000154_t0007.7s.png,torque-mode safety scout cycle; neighbor 1/5; frame=154
safety-ref0-01,frame,dynamic-safety-maneuver,not_learning,Methods / Discussion,backend/autonomous_control/runs/9998217183842846_ml_ref_ref0_torque_10-42-36/videos/eval_best.mp4,themes/03_safety_maneuver/frames/safety-ref0_n01_of_05_f000163_t0008.2s.png,torque-mode safety scout cycle; neighbor 2/5; frame=163
safety-ref0-02,frame,dynamic-safety-maneuver,not_learning,Methods / Discussion,backend/autonomous_control/runs/9998217183842846_ml_ref_ref0_torque_10-42-36/videos/eval_best.mp4,themes/03_safety_maneuver/frames/safety-ref0_n02_of_05_f000172_t0008.6s.png,torque-mode safety scout cycle; neighbor 3/5; frame=172
safety-ref0-03,frame,dynamic-safety-maneuver,not_learning,Methods / Discussion,backend/autonomous_control/runs/9998217183842846_ml_ref_ref0_torque_10-42-36/videos/eval_best.mp4,themes/03_safety_maneuver/frames/safety-ref0_n03_of_05_f000181_t0009.1s.png,torque-mode safety scout cycle; neighbor 4/5; frame=181
safety-ref0-04,frame,dynamic-safety-maneuver,not_learning,Methods / Discussion,backend/autonomous_control/runs/9998217183842846_ml_ref_ref0_torque_10-42-36/videos/eval_best.mp4,themes/03_safety_maneuver/frames/safety-ref0_n04_of_05_f000190_t0009.5s.png,torque-mode safety scout cycle; neighbor 5/5; frame=190
safety-ref0b-00,frame,dynamic-safety-maneuver,not_learning,Methods / Discussion,backend/autonomous_control/runs/9998217183842846_ml_ref_ref0_torque_10-42-36/videos/eval_best.mp4,themes/03_safety_maneuver/frames/safety-ref0b_n00_of_05_f000240_t0012.0s.png,torque-mode safety scout cycle; neighbor 1/5; frame=240
safety-ref0b-01,frame,dynamic-safety-maneuver,not_learning,Methods / Discussion,backend/autonomous_control/runs/9998217183842846_ml_ref_ref0_torque_10-42-36/videos/eval_best.mp4,themes/03_safety_maneuver/frames/safety-ref0b_n01_of_05_f000249_t0012.4s.png,torque-mode safety scout cycle; neighbor 2/5; frame=249
safety-ref0b-02,frame,dynamic-safety-maneuver,not_learning,Methods / Discussion,backend/autonomous_control/runs/9998217183842846_ml_ref_ref0_torque_10-42-36/videos/eval_best.mp4,themes/03_safety_maneuver/frames/safety-ref0b_n02_of_05_f000258_t0012.9s.png,torque-mode safety scout cycle; neighbor 3/5; frame=258
safety-ref0b-03,frame,dynamic-safety-maneuver,not_learning,Methods / Discussion,backend/autonomous_control/runs/9998217183842846_ml_ref_ref0_torque_10-42-36/videos/eval_best.mp4,themes/03_safety_maneuver/frames/safety-ref0b_n03_of_05_f000267_t0013.3s.png,torque-mode safety scout cycle; neighbor 4/5; frame=267
safety-ref0b-04,frame,dynamic-safety-maneuver,not_learning,Methods / Discussion,backend/autonomous_control/runs/9998217183842846_ml_ref_ref0_torque_10-42-36/videos/eval_best.mp4,themes/03_safety_maneuver/frames/safety-ref0b_n04_of_05_f000276_t0013.8s.png,torque-mode safety scout cycle; neighbor 5/5; frame=276
src-b593ab2c,source_video,dynamic-safety-maneuver,not_learning,na,backend/autonomous_control/runs/9998217144237087_ml_mpo_safe_mode_penalty_safe_mode_penalty_on_21-42-42/videos/eval_best.mp4,themes/03_safety_maneuver/source/9998217144237087_ml_mpo_safe_mode_penalty_safe_mode_penalty_on_21-42-42__eval_best.mp4,hardlink; safety scout safe-pen
safety-safe-pen-00,frame,dynamic-safety-maneuver,not_learning,Methods / Discussion,backend/autonomous_control/runs/9998217144237087_ml_mpo_safe_mode_penalty_safe_mode_penalty_on_21-42-42/videos/eval_best.mp4,themes/03_safety_maneuver/frames/safety-safe-pen_n00_of_05_f000132_t0006.6s.png,torque-mode safety scout cycle; neighbor 1/5; frame=132
safety-safe-pen-01,frame,dynamic-safety-maneuver,not_learning,Methods / Discussion,backend/autonomous_control/runs/9998217144237087_ml_mpo_safe_mode_penalty_safe_mode_penalty_on_21-42-42/videos/eval_best.mp4,themes/03_safety_maneuver/frames/safety-safe-pen_n01_of_05_f000141_t0007.0s.png,torque-mode safety scout cycle; neighbor 2/5; frame=141
safety-safe-pen-02,frame,dynamic-safety-maneuver,not_learning,Methods / Discussion,backend/autonomous_control/runs/9998217144237087_ml_mpo_safe_mode_penalty_safe_mode_penalty_on_21-42-42/videos/eval_best.mp4,themes/03_safety_maneuver/frames/safety-safe-pen_n02_of_05_f000150_t0007.5s.png,torque-mode safety scout cycle; neighbor 3/5; frame=150
safety-safe-pen-03,frame,dynamic-safety-maneuver,not_learning,Methods / Discussion,backend/autonomous_control/runs/9998217144237087_ml_mpo_safe_mode_penalty_safe_mode_penalty_on_21-42-42/videos/eval_best.mp4,themes/03_safety_maneuver/frames/safety-safe-pen_n03_of_05_f000159_t0008.0s.png,torque-mode safety scout cycle; neighbor 4/5; frame=159
safety-safe-pen-04,frame,dynamic-safety-maneuver,not_learning,Methods / Discussion,backend/autonomous_control/runs/9998217144237087_ml_mpo_safe_mode_penalty_safe_mode_penalty_on_21-42-42/videos/eval_best.mp4,themes/03_safety_maneuver/frames/safety-safe-pen_n04_of_05_f000168_t0008.4s.png,torque-mode safety scout cycle; neighbor 5/5; frame=168
safety-safe-penb-00,frame,dynamic-safety-maneuver,not_learning,Methods / Discussion,backend/autonomous_control/runs/9998217144237087_ml_mpo_safe_mode_penalty_safe_mode_penalty_on_21-42-42/videos/eval_best.mp4,themes/03_safety_maneuver/frames/safety-safe-penb_n00_of_05_f000219_t0010.9s.png,torque-mode safety scout cycle; neighbor 1/5; frame=219
safety-safe-penb-01,frame,dynamic-safety-maneuver,not_learning,Methods / Discussion,backend/autonomous_control/runs/9998217144237087_ml_mpo_safe_mode_penalty_safe_mode_penalty_on_21-42-42/videos/eval_best.mp4,themes/03_safety_maneuver/frames/safety-safe-penb_n01_of_05_f000228_t0011.4s.png,torque-mode safety scout cycle; neighbor 2/5; frame=228
safety-safe-penb-02,frame,dynamic-safety-maneuver,not_learning,Methods / Discussion,backend/autonomous_control/runs/9998217144237087_ml_mpo_safe_mode_penalty_safe_mode_penalty_on_21-42-42/videos/eval_best.mp4,themes/03_safety_maneuver/frames/safety-safe-penb_n02_of_05_f000237_t0011.8s.png,torque-mode safety scout cycle; neighbor 3/5; frame=237
safety-safe-penb-03,frame,dynamic-safety-maneuver,not_learning,Methods / Discussion,backend/autonomous_control/runs/9998217144237087_ml_mpo_safe_mode_penalty_safe_mode_penalty_on_21-42-42/videos/eval_best.mp4,themes/03_safety_maneuver/frames/safety-safe-penb_n03_of_05_f000246_t0012.3s.png,torque-mode safety scout cycle; neighbor 4/5; frame=246
safety-safe-penb-04,frame,dynamic-safety-maneuver,not_learning,Methods / Discussion,backend/autonomous_control/runs/9998217144237087_ml_mpo_safe_mode_penalty_safe_mode_penalty_on_21-42-42/videos/eval_best.mp4,themes/03_safety_maneuver/frames/safety-safe-penb_n04_of_05_f000255_t0012.8s.png,torque-mode safety scout cycle; neighbor 5/5; frame=255
src-655a3ba2,source_video,dynamic-safety-maneuver,not_learning,na,backend/autonomous_control/runs/9998217164480175_ml_mpo_decoupled_dual_torque_sparse_16-05-19/videos/eval_best.mp4,themes/03_safety_maneuver/source/9998217164480175_ml_mpo_decoupled_dual_torque_sparse_16-05-19__eval_best.mp4,hardlink; safety scout mpo-torque
safety-mpo-torque-00,frame,dynamic-safety-maneuver,not_learning,Methods / Discussion,backend/autonomous_control/runs/9998217164480175_ml_mpo_decoupled_dual_torque_sparse_16-05-19/videos/eval_best.mp4,themes/03_safety_maneuver/frames/safety-mpo-torque_n00_of_05_f000176_t0008.8s.png,torque-mode safety scout cycle; neighbor 1/5; frame=176
safety-mpo-torque-01,frame,dynamic-safety-maneuver,not_learning,Methods / Discussion,backend/autonomous_control/runs/9998217164480175_ml_mpo_decoupled_dual_torque_sparse_16-05-19/videos/eval_best.mp4,themes/03_safety_maneuver/frames/safety-mpo-torque_n01_of_05_f000185_t0009.2s.png,torque-mode safety scout cycle; neighbor 2/5; frame=185
safety-mpo-torque-02,frame,dynamic-safety-maneuver,not_learning,Methods / Discussion,backend/autonomous_control/runs/9998217164480175_ml_mpo_decoupled_dual_torque_sparse_16-05-19/videos/eval_best.mp4,themes/03_safety_maneuver/frames/safety-mpo-torque_n02_of_05_f000194_t0009.7s.png,torque-mode safety scout cycle; neighbor 3/5; frame=194
safety-mpo-torque-03,frame,dynamic-safety-maneuver,not_learning,Methods / Discussion,backend/autonomous_control/runs/9998217164480175_ml_mpo_decoupled_dual_torque_sparse_16-05-19/videos/eval_best.mp4,themes/03_safety_maneuver/frames/safety-mpo-torque_n03_of_05_f000203_t0010.2s.png,torque-mode safety scout cycle; neighbor 4/5; frame=203
safety-mpo-torque-04,frame,dynamic-safety-maneuver,not_learning,Methods / Discussion,backend/autonomous_control/runs/9998217164480175_ml_mpo_decoupled_dual_torque_sparse_16-05-19/videos/eval_best.mp4,themes/03_safety_maneuver/frames/safety-mpo-torque_n04_of_05_f000212_t0010.6s.png,torque-mode safety scout cycle; neighbor 5/5; frame=212
src-5e410298,source_video,behaviour-selective-shutter,learning,na,backend/autonomous_control/runs/9998217165798903_ml_sac_shutter_split_15-43-20/videos/eval_best.mp4,themes/04_selective_shutter/source/9998217165798903_ml_sac_shutter_split_15-43-20__eval_best.mp4,hardlink; Exp9 SAC eval_best
shutter-a-00,frame,behaviour-selective-shutter,learning,Results,backend/autonomous_control/runs/9998217165798903_ml_sac_shutter_split_15-43-20/videos/eval_best.mp4,themes/04_selective_shutter/frames/shutter-a_n00_of_03_f000077_t0003.9s.png,Exp9 selective shutter stills; neighbor 1/3; frame=77
shutter-a-01,frame,behaviour-selective-shutter,learning,Results,backend/autonomous_control/runs/9998217165798903_ml_sac_shutter_split_15-43-20/videos/eval_best.mp4,themes/04_selective_shutter/frames/shutter-a_n01_of_03_f000086_t0004.3s.png,Exp9 selective shutter stills; neighbor 2/3; frame=86
shutter-a-02,frame,behaviour-selective-shutter,learning,Results,backend/autonomous_control/runs/9998217165798903_ml_sac_shutter_split_15-43-20/videos/eval_best.mp4,themes/04_selective_shutter/frames/shutter-a_n02_of_03_f000095_t0004.8s.png,Exp9 selective shutter stills; neighbor 3/3; frame=95
shutter-b-00,frame,behaviour-selective-shutter,learning,Results,backend/autonomous_control/runs/9998217165798903_ml_sac_shutter_split_15-43-20/videos/eval_best.mp4,themes/04_selective_shutter/frames/shutter-b_n00_of_03_f000163_t0008.2s.png,Exp9 selective shutter stills; neighbor 1/3; frame=163
shutter-b-01,frame,behaviour-selective-shutter,learning,Results,backend/autonomous_control/runs/9998217165798903_ml_sac_shutter_split_15-43-20/videos/eval_best.mp4,themes/04_selective_shutter/frames/shutter-b_n01_of_03_f000172_t0008.6s.png,Exp9 selective shutter stills; neighbor 2/3; frame=172
shutter-b-02,frame,behaviour-selective-shutter,learning,Results,backend/autonomous_control/runs/9998217165798903_ml_sac_shutter_split_15-43-20/videos/eval_best.mp4,themes/04_selective_shutter/frames/shutter-b_n02_of_03_f000181_t0009.1s.png,Exp9 selective shutter stills; neighbor 3/3; frame=181
shutter-c-00,frame,behaviour-selective-shutter,learning,Results,backend/autonomous_control/runs/9998217165798903_ml_sac_shutter_split_15-43-20/videos/eval_best.mp4,themes/04_selective_shutter/frames/shutter-c_n00_of_03_f000249_t0012.4s.png,Exp9 selective shutter stills; neighbor 1/3; frame=249
shutter-c-01,frame,behaviour-selective-shutter,learning,Results,backend/autonomous_control/runs/9998217165798903_ml_sac_shutter_split_15-43-20/videos/eval_best.mp4,themes/04_selective_shutter/frames/shutter-c_n01_of_03_f000258_t0012.9s.png,Exp9 selective shutter stills; neighbor 2/3; frame=258
shutter-c-02,frame,behaviour-selective-shutter,learning,Results,backend/autonomous_control/runs/9998217165798903_ml_sac_shutter_split_15-43-20/videos/eval_best.mp4,themes/04_selective_shutter/frames/shutter-c_n02_of_03_f000267_t0013.3s.png,Exp9 selective shutter stills; neighbor 3/3; frame=267
shutter-d-00,frame,behaviour-selective-shutter,learning,Results,backend/autonomous_control/runs/9998217165798903_ml_sac_shutter_split_15-43-20/videos/eval_best.mp4,themes/04_selective_shutter/frames/shutter-d_n00_of_03_f000335_t0016.8s.png,Exp9 selective shutter stills; neighbor 1/3; frame=335
shutter-d-01,frame,behaviour-selective-shutter,learning,Results,backend/autonomous_control/runs/9998217165798903_ml_sac_shutter_split_15-43-20/videos/eval_best.mp4,themes/04_selective_shutter/frames/shutter-d_n01_of_03_f000344_t0017.2s.png,Exp9 selective shutter stills; neighbor 2/3; frame=344
shutter-d-02,frame,behaviour-selective-shutter,learning,Results,backend/autonomous_control/runs/9998217165798903_ml_sac_shutter_split_15-43-20/videos/eval_best.mp4,themes/04_selective_shutter/frames/shutter-d_n02_of_03_f000353_t0017.6s.png,Exp9 selective shutter stills; neighbor 3/3; frame=353
src-70a1b59d,source_video,learning-vs-not,learning,na,backend/autonomous_control/runs/9998217165798903_ml_sac_shutter_split_15-43-20/videos/eval_best.mp4,themes/05_learning_vs_not/source/9998217165798903_ml_sac_shutter_split_15-43-20__eval_best.mp4,hardlink; Exp9 SAC shutter-split (eval +106)
lvn-curve-aed2ad41,plot,learning-vs-not,learning,Results,backend/autonomous_control/runs/9998217165798903_ml_sac_shutter_split_15-43-20/plots/learning_curves.png,themes/05_learning_vs_not/frames/curve_learning_9998217165798903_ml_sac_shutter_split_15_aed2ad41.png,hardlink; Exp9 SAC shutter-split (eval +106)
lvn-learning-0-00,frame,learning-vs-not,learning,Results / Discussion,backend/autonomous_control/runs/9998217165798903_ml_sac_shutter_split_15-43-20/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-learning-0_n00_of_03_f000099_t0005.0s.png,Exp9 SAC shutter-split (eval +106); neighbor 1/3; frame=99
