id,status,theme,section_hint,source,dest,notes
plot-104,backup,episode-diagnostics-eval,Results,backend/autonomous_control/runs/9998217138572967_ml_mpo_learn_cadence_baseline_1_1_1_23-17-06/plots/eval_episode_diagnostics.png,candidates/plots/plot_104_episode-diagnostics-eval_52608772.png,hardlink; run=9998217138572967_ml_mpo_learn_cadence_baseline_1_1_1_23-17-06
plot-105,backup,episode-diagnostics-eval,Results,backend/autonomous_control/runs/9998217140497791_ml_mpo_vector_torque_effort_vector_torque_effort_22-45-01/plots/eval_episode_diagnostics.png,candidates/plots/plot_105_episode-diagnostics-eval_7db59a5e.png,hardlink; run=9998217140497791_ml_mpo_vector_torque_effort_vector_torque_effort_22-45-01
plot-106,backup,episode-diagnostics-eval,Results,backend/autonomous_control/runs/9998217142297111_ml_mpo_decoupled_dual_vector_sparse_22-15-02/plots/eval_episode_diagnostics.png,candidates/plots/plot_106_episode-diagnostics-eval_965bfa29.png,hardlink; run=9998217142297111_ml_mpo_decoupled_dual_vector_sparse_22-15-02
plot-107,backup,episode-diagnostics-eval,Results,backend/autonomous_control/runs/9998217144237087_ml_mpo_safe_mode_penalty_safe_mode_penalty_on_21-42-42/plots/eval_episode_diagnostics.png,candidates/plots/plot_107_episode-diagnostics-eval_b9780f3c.png,hardlink; run=9998217144237087_ml_mpo_safe_mode_penalty_safe_mode_penalty_on_21-42-42
plot-108,backup,episode-diagnostics-eval,Results,backend/autonomous_control/runs/9998217164480175_ml_mpo_decoupled_dual_torque_sparse_16-05-19/plots/eval_episode_diagnostics.png,candidates/plots/plot_108_episode-diagnostics-eval_24199622.png,hardlink; run=9998217164480175_ml_mpo_decoupled_dual_torque_sparse_16-05-19
plot-109,backup,episode-diagnostics-eval,Results,backend/autonomous_control/runs/9998217165798903_ml_sac_shutter_split_15-43-20/plots/eval_episode_diagnostics.png,candidates/plots/plot_109_episode-diagnostics-eval_164210af.png,hardlink; run=9998217165798903_ml_sac_shutter_split_15-43-20
plot-110,backup,episode-diagnostics-eval,Results,backend/autonomous_control/runs/9998217172220712_ml_sac_vector_budget_13-56-17/plots/eval_episode_diagnostics.png,candidates/plots/plot_110_episode-diagnostics-eval_c5c6d2a2.png,hardlink; run=9998217172220712_ml_sac_vector_budget_13-56-17
plot-111,backup,episode-diagnostics-eval,Results,backend/autonomous_control/runs/9998217182442815_ml_ref_ref1_vector_11-05-57/plots/eval_episode_diagnostics.png,candidates/plots/plot_111_episode-diagnostics-eval_1731dcb8.png,hardlink; run=9998217182442815_ml_ref_ref1_vector_11-05-57
plot-112,backup,episode-diagnostics-eval,Results,backend/autonomous_control/runs/9998217183842846_ml_ref_ref0_torque_10-42-36/plots/eval_episode_diagnostics.png,candidates/plots/plot_112_episode-diagnostics-eval_7cba052d.png,hardlink; run=9998217183842846_ml_ref_ref0_torque_10-42-36
plot-113,backup,episode-diagnostics-eval,Results,backend/autonomous_control/runs/9998217183948906_ml_ref_ref1_vector_10-40-50/plots/eval_episode_diagnostics.png,candidates/plots/plot_113_episode-diagnostics-eval_0ffeadb9.png,hardlink; run=9998217183948906_ml_ref_ref1_vector_10-40-50
plot-114,backup,episode-diagnostics-eval,Results,backend/autonomous_control/runs/9998217211235184_ml_encoder_r2_sac_a1_03-06-04/plots/eval_episode_diagnostics.png,candidates/plots/plot_114_episode-diagnostics-eval_7f563ada.png,hardlink; run=9998217211235184_ml_encoder_r2_sac_a1_03-06-04
plot-115,backup,episode-diagnostics-eval,Results,backend/autonomous_control/runs/9998217212521862_ml_encoder_r2_sac_a0_02-44-37/plots/eval_episode_diagnostics.png,candidates/plots/plot_115_episode-diagnostics-eval_b5fb9be5.png,hardlink; run=9998217212521862_ml_encoder_r2_sac_a0_02-44-37
plot-116,backup,episode-diagnostics-eval,Results,backend/autonomous_control/runs/9998217214701278_ml_mpo_model_size_mpo_l_02-08-18/plots/eval_episode_diagnostics.png,candidates/plots/plot_116_episode-diagnostics-eval_d3a2e2f0.png,hardlink; run=9998217214701278_ml_mpo_model_size_mpo_l_02-08-18
plot-117,backup,episode-diagnostics-eval,Results,backend/autonomous_control/runs/9998217216712049_ml_mpo_model_size_mpo_m_01-34-47/plots/eval_episode_diagnostics.png,candidates/plots/plot_117_episode-diagnostics-eval_4cc5c240.png,hardlink; run=9998217216712049_ml_mpo_model_size_mpo_m_01-34-47
plot-118,backup,episode-diagnostics-eval,Results,backend/autonomous_control/runs/9998217218692971_ml_mpo_model_size_mpo_s_01-01-46/plots/eval_episode_diagnostics.png,candidates/plots/plot_118_episode-diagnostics-eval_3a920896.png,hardlink; run=9998217218692971_ml_mpo_model_size_mpo_s_01-01-46
plot-119,backup,episode-diagnostics-eval,Results,backend/autonomous_control/runs/9998217220057912_ml_ref_ref1_vector_00-39-02/plots/eval_episode_diagnostics.png,candidates/plots/plot_119_episode-diagnostics-eval_c946a98a.png,hardlink; run=9998217220057912_ml_ref_ref1_vector_00-39-02
theme-targets-00,theme,static-target-placement,Introduction / Methods,backend/notebooks/s01/artifacts/07-baseline-overflight.mp4,candidates/themes/01_target_placement/theme-targets_n00_of_03_f000144_t0007.2s.png,baseline overflight; corridor/targets visible mid-approach; neighbor 1/3; frame=144
theme-targets-01,theme,static-target-placement,Introduction / Methods,backend/notebooks/s01/artifacts/07-baseline-overflight.mp4,candidates/themes/01_target_placement/theme-targets_n01_of_03_f000153_t0007.7s.png,baseline overflight; corridor/targets visible mid-approach; neighbor 2/3; frame=153
theme-targets-02,theme,static-target-placement,Introduction / Methods,backend/notebooks/s01/artifacts/07-baseline-overflight.mp4,candidates/themes/01_target_placement/theme-targets_n02_of_03_f000162_t0008.1s.png,baseline overflight; corridor/targets visible mid-approach; neighbor 3/3; frame=162
theme-targets-early-00,theme,static-target-placement,Introduction / Methods,backend/notebooks/s01/artifacts/07-baseline-overflight.mp4,candidates/themes/01_target_placement/theme-targets-early_n00_of_03_f000057_t0002.9s.png,baseline still cluster (early); neighbor 1/3; frame=57
theme-targets-early-01,theme,static-target-placement,Introduction / Methods,backend/notebooks/s01/artifacts/07-baseline-overflight.mp4,candidates/themes/01_target_placement/theme-targets-early_n01_of_03_f000066_t0003.3s.png,baseline still cluster (early); neighbor 2/3; frame=66
theme-targets-early-02,theme,static-target-placement,Introduction / Methods,backend/notebooks/s01/artifacts/07-baseline-overflight.mp4,candidates/themes/01_target_placement/theme-targets-early_n02_of_03_f000075_t0003.8s.png,baseline still cluster (early); neighbor 3/3; frame=75
theme-targets-mid-00,theme,static-target-placement,Introduction / Methods,backend/notebooks/s01/artifacts/07-baseline-overflight.mp4,candidates/themes/01_target_placement/theme-targets-mid_n00_of_03_f000209_t0010.4s.png,baseline still cluster (mid); neighbor 1/3; frame=209
theme-targets-mid-01,theme,static-target-placement,Introduction / Methods,backend/notebooks/s01/artifacts/07-baseline-overflight.mp4,candidates/themes/01_target_placement/theme-targets-mid_n01_of_03_f000218_t0010.9s.png,baseline still cluster (mid); neighbor 2/3; frame=218
theme-targets-mid-02,theme,static-target-placement,Introduction / Methods,backend/notebooks/s01/artifacts/07-baseline-overflight.mp4,candidates/themes/01_target_placement/theme-targets-mid_n02_of_03_f000227_t0011.3s.png,baseline still cluster (mid); neighbor 3/3; frame=227
theme-targets-late-00,theme,static-target-placement,Introduction / Methods,backend/notebooks/s01/artifacts/07-baseline-overflight.mp4,candidates/themes/01_target_placement/theme-targets-late_n00_of_03_f000319_t0015.9s.png,baseline still cluster (late); neighbor 1/3; frame=319
theme-targets-late-01,theme,static-target-placement,Introduction / Methods,backend/notebooks/s01/artifacts/07-baseline-overflight.mp4,candidates/themes/01_target_placement/theme-targets-late_n01_of_03_f000328_t0016.4s.png,baseline still cluster (late); neighbor 2/3; frame=328
theme-targets-late-02,theme,static-target-placement,Introduction / Methods,backend/notebooks/s01/artifacts/07-baseline-overflight.mp4,candidates/themes/01_target_placement/theme-targets-late_n02_of_03_f000337_t0016.9s.png,baseline still cluster (late); neighbor 3/3; frame=337
theme-clouds-5-00,theme,dynamic-cloud-generation,Methods,backend/notebooks/s01/artifacts/07-baseline-overflight-vector.mp4,candidates/themes/02_cloud_motion/theme-clouds-5_n00_of_05_f000179_t0008.9s.png,cloud field motion across neighbor frames; neighbor 1/5; frame=179
theme-clouds-5-01,theme,dynamic-cloud-generation,Methods,backend/notebooks/s01/artifacts/07-baseline-overflight-vector.mp4,candidates/themes/02_cloud_motion/theme-clouds-5_n01_of_05_f000188_t0009.4s.png,cloud field motion across neighbor frames; neighbor 2/5; frame=188
theme-clouds-5-02,theme,dynamic-cloud-generation,Methods,backend/notebooks/s01/artifacts/07-baseline-overflight-vector.mp4,candidates/themes/02_cloud_motion/theme-clouds-5_n02_of_05_f000197_t0009.8s.png,cloud field motion across neighbor frames; neighbor 3/5; frame=197
theme-clouds-5-03,theme,dynamic-cloud-generation,Methods,backend/notebooks/s01/artifacts/07-baseline-overflight-vector.mp4,candidates/themes/02_cloud_motion/theme-clouds-5_n03_of_05_f000206_t0010.3s.png,cloud field motion across neighbor frames; neighbor 4/5; frame=206
theme-clouds-5-04,theme,dynamic-cloud-generation,Methods,backend/notebooks/s01/artifacts/07-baseline-overflight-vector.mp4,candidates/themes/02_cloud_motion/theme-clouds-5_n04_of_05_f000215_t0010.8s.png,cloud field motion across neighbor frames; neighbor 5/5; frame=215
theme-clouds-7-00,theme,dynamic-cloud-generation,Methods,backend/notebooks/s01/artifacts/07-baseline-overflight-vector.mp4,candidates/themes/02_cloud_motion/theme-clouds-7_n00_of_07_f000213_t0010.7s.png,longer cloud motion series; neighbor 1/7; frame=213
theme-clouds-7-01,theme,dynamic-cloud-generation,Methods,backend/notebooks/s01/artifacts/07-baseline-overflight-vector.mp4,candidates/themes/02_cloud_motion/theme-clouds-7_n01_of_07_f000222_t0011.1s.png,longer cloud motion series; neighbor 2/7; frame=222
theme-clouds-7-02,theme,dynamic-cloud-generation,Methods,backend/notebooks/s01/artifacts/07-baseline-overflight-vector.mp4,candidates/themes/02_cloud_motion/theme-clouds-7_n02_of_07_f000231_t0011.6s.png,longer cloud motion series; neighbor 3/7; frame=231
theme-clouds-7-03,theme,dynamic-cloud-generation,Methods,backend/notebooks/s01/artifacts/07-baseline-overflight-vector.mp4,candidates/themes/02_cloud_motion/theme-clouds-7_n03_of_07_f000240_t0012.0s.png,longer cloud motion series; neighbor 4/7; frame=240
theme-clouds-7-04,theme,dynamic-cloud-generation,Methods,backend/notebooks/s01/artifacts/07-baseline-overflight-vector.mp4,candidates/themes/02_cloud_motion/theme-clouds-7_n04_of_07_f000249_t0012.4s.png,longer cloud motion series; neighbor 5/7; frame=249
theme-clouds-7-05,theme,dynamic-cloud-generation,Methods,backend/notebooks/s01/artifacts/07-baseline-overflight-vector.mp4,candidates/themes/02_cloud_motion/theme-clouds-7_n05_of_07_f000258_t0012.9s.png,longer cloud motion series; neighbor 6/7; frame=258
theme-clouds-7-06,theme,dynamic-cloud-generation,Methods,backend/notebooks/s01/artifacts/07-baseline-overflight-vector.mp4,candidates/themes/02_cloud_motion/theme-clouds-7_n06_of_07_f000267_t0013.3s.png,longer cloud motion series; neighbor 7/7; frame=267
theme-clouds-early5-00,theme,dynamic-cloud-generation,Methods,backend/notebooks/s01/artifacts/07-baseline-overflight-vector.mp4,candidates/themes/02_cloud_motion/theme-clouds-early5_n00_of_05_f000113_t0005.7s.png,early-pass cloud motion; neighbor 1/5; frame=113
theme-clouds-early5-01,theme,dynamic-cloud-generation,Methods,backend/notebooks/s01/artifacts/07-baseline-overflight-vector.mp4,candidates/themes/02_cloud_motion/theme-clouds-early5_n01_of_05_f000122_t0006.1s.png,early-pass cloud motion; neighbor 2/5; frame=122
theme-clouds-early5-02,theme,dynamic-cloud-generation,Methods,backend/notebooks/s01/artifacts/07-baseline-overflight-vector.mp4,candidates/themes/02_cloud_motion/theme-clouds-early5_n02_of_05_f000131_t0006.5s.png,early-pass cloud motion; neighbor 3/5; frame=131
theme-clouds-early5-03,theme,dynamic-cloud-generation,Methods,backend/notebooks/s01/artifacts/07-baseline-overflight-vector.mp4,candidates/themes/02_cloud_motion/theme-clouds-early5_n03_of_05_f000140_t0007.0s.png,early-pass cloud motion; neighbor 4/5; frame=140
theme-clouds-early5-04,theme,dynamic-cloud-generation,Methods,backend/notebooks/s01/artifacts/07-baseline-overflight-vector.mp4,candidates/themes/02_cloud_motion/theme-clouds-early5_n04_of_05_f000149_t0007.5s.png,early-pass cloud motion; neighbor 5/5; frame=149
theme-safety-ref0-00,theme,dynamic-safety-maneuver,Methods / Discussion,backend/autonomous_control/runs/9998217183842846_ml_ref_ref0_torque_10-42-36/videos/eval_best.mp4,candidates/themes/03_safety_maneuver/theme-safety-ref0_n00_of_05_f000154_t0007.7s.png,torque-mode eval; scout for safe-mode / aggressive slew cycle; neighbor 1/5; frame=154
theme-safety-ref0-01,theme,dynamic-safety-maneuver,Methods / Discussion,backend/autonomous_control/runs/9998217183842846_ml_ref_ref0_torque_10-42-36/videos/eval_best.mp4,candidates/themes/03_safety_maneuver/theme-safety-ref0_n01_of_05_f000163_t0008.2s.png,torque-mode eval; scout for safe-mode / aggressive slew cycle; neighbor 2/5; frame=163
theme-safety-ref0-02,theme,dynamic-safety-maneuver,Methods / Discussion,backend/autonomous_control/runs/9998217183842846_ml_ref_ref0_torque_10-42-36/videos/eval_best.mp4,candidates/themes/03_safety_maneuver/theme-safety-ref0_n02_of_05_f000172_t0008.6s.png,torque-mode eval; scout for safe-mode / aggressive slew cycle; neighbor 3/5; frame=172
theme-safety-ref0-03,theme,dynamic-safety-maneuver,Methods / Discussion,backend/autonomous_control/runs/9998217183842846_ml_ref_ref0_torque_10-42-36/videos/eval_best.mp4,candidates/themes/03_safety_maneuver/theme-safety-ref0_n03_of_05_f000181_t0009.1s.png,torque-mode eval; scout for safe-mode / aggressive slew cycle; neighbor 4/5; frame=181
theme-safety-ref0-04,theme,dynamic-safety-maneuver,Methods / Discussion,backend/autonomous_control/runs/9998217183842846_ml_ref_ref0_torque_10-42-36/videos/eval_best.mp4,candidates/themes/03_safety_maneuver/theme-safety-ref0_n04_of_05_f000190_t0009.5s.png,torque-mode eval; scout for safe-mode / aggressive slew cycle; neighbor 5/5; frame=190
theme-safety-ref0b-00,theme,dynamic-safety-maneuver,Methods / Discussion,backend/autonomous_control/runs/9998217183842846_ml_ref_ref0_torque_10-42-36/videos/eval_best.mp4,candidates/themes/03_safety_maneuver/theme-safety-ref0b_n00_of_05_f000240_t0012.0s.png,torque-mode eval; scout for safe-mode / aggressive slew cycle; neighbor 1/5; frame=240
theme-safety-ref0b-01,theme,dynamic-safety-maneuver,Methods / Discussion,backend/autonomous_control/runs/9998217183842846_ml_ref_ref0_torque_10-42-36/videos/eval_best.mp4,candidates/themes/03_safety_maneuver/theme-safety-ref0b_n01_of_05_f000249_t0012.4s.png,torque-mode eval; scout for safe-mode / aggressive slew cycle; neighbor 2/5; frame=249
theme-safety-ref0b-02,theme,dynamic-safety-maneuver,Methods / Discussion,backend/autonomous_control/runs/9998217183842846_ml_ref_ref0_torque_10-42-36/videos/eval_best.mp4,candidates/themes/03_safety_maneuver/theme-safety-ref0b_n02_of_05_f000258_t0012.9s.png,torque-mode eval; scout for safe-mode / aggressive slew cycle; neighbor 3/5; frame=258
theme-safety-ref0b-03,theme,dynamic-safety-maneuver,Methods / Discussion,backend/autonomous_control/runs/9998217183842846_ml_ref_ref0_torque_10-42-36/videos/eval_best.mp4,candidates/themes/03_safety_maneuver/theme-safety-ref0b_n03_of_05_f000267_t0013.3s.png,torque-mode eval; scout for safe-mode / aggressive slew cycle; neighbor 4/5; frame=267
theme-safety-ref0b-04,theme,dynamic-safety-maneuver,Methods / Discussion,backend/autonomous_control/runs/9998217183842846_ml_ref_ref0_torque_10-42-36/videos/eval_best.mp4,candidates/themes/03_safety_maneuver/theme-safety-ref0b_n04_of_05_f000276_t0013.8s.png,torque-mode eval; scout for safe-mode / aggressive slew cycle; neighbor 5/5; frame=276
theme-safety-safe-pen-00,theme,dynamic-safety-maneuver,Methods / Discussion,backend/autonomous_control/runs/9998217144237087_ml_mpo_safe_mode_penalty_safe_mode_penalty_on_21-42-42/videos/eval_best.mp4,candidates/themes/03_safety_maneuver/theme-safety-safe-pen_n00_of_05_f000132_t0006.6s.png,torque-mode eval; scout for safe-mode / aggressive slew cycle; neighbor 1/5; frame=132
theme-safety-safe-pen-01,theme,dynamic-safety-maneuver,Methods / Discussion,backend/autonomous_control/runs/9998217144237087_ml_mpo_safe_mode_penalty_safe_mode_penalty_on_21-42-42/videos/eval_best.mp4,candidates/themes/03_safety_maneuver/theme-safety-safe-pen_n01_of_05_f000141_t0007.0s.png,torque-mode eval; scout for safe-mode / aggressive slew cycle; neighbor 2/5; frame=141
theme-safety-safe-pen-02,theme,dynamic-safety-maneuver,Methods / Discussion,backend/autonomous_control/runs/9998217144237087_ml_mpo_safe_mode_penalty_safe_mode_penalty_on_21-42-42/videos/eval_best.mp4,candidates/themes/03_safety_maneuver/theme-safety-safe-pen_n02_of_05_f000150_t0007.5s.png,torque-mode eval; scout for safe-mode / aggressive slew cycle; neighbor 3/5; frame=150
theme-safety-safe-pen-03,theme,dynamic-safety-maneuver,Methods / Discussion,backend/autonomous_control/runs/9998217144237087_ml_mpo_safe_mode_penalty_safe_mode_penalty_on_21-42-42/videos/eval_best.mp4,candidates/themes/03_safety_maneuver/theme-safety-safe-pen_n03_of_05_f000159_t0008.0s.png,torque-mode eval; scout for safe-mode / aggressive slew cycle; neighbor 4/5; frame=159
theme-safety-safe-pen-04,theme,dynamic-safety-maneuver,Methods / Discussion,backend/autonomous_control/runs/9998217144237087_ml_mpo_safe_mode_penalty_safe_mode_penalty_on_21-42-42/videos/eval_best.mp4,candidates/themes/03_safety_maneuver/theme-safety-safe-pen_n04_of_05_f000168_t0008.4s.png,torque-mode eval; scout for safe-mode / aggressive slew cycle; neighbor 5/5; frame=168
theme-safety-safe-penb-00,theme,dynamic-safety-maneuver,Methods / Discussion,backend/autonomous_control/runs/9998217144237087_ml_mpo_safe_mode_penalty_safe_mode_penalty_on_21-42-42/videos/eval_best.mp4,candidates/themes/03_safety_maneuver/theme-safety-safe-penb_n00_of_05_f000219_t0010.9s.png,torque-mode eval; scout for safe-mode / aggressive slew cycle; neighbor 1/5; frame=219
theme-safety-safe-penb-01,theme,dynamic-safety-maneuver,Methods / Discussion,backend/autonomous_control/runs/9998217144237087_ml_mpo_safe_mode_penalty_safe_mode_penalty_on_21-42-42/videos/eval_best.mp4,candidates/themes/03_safety_maneuver/theme-safety-safe-penb_n01_of_05_f000228_t0011.4s.png,torque-mode eval; scout for safe-mode / aggressive slew cycle; neighbor 2/5; frame=228
theme-safety-safe-penb-02,theme,dynamic-safety-maneuver,Methods / Discussion,backend/autonomous_control/runs/9998217144237087_ml_mpo_safe_mode_penalty_safe_mode_penalty_on_21-42-42/videos/eval_best.mp4,candidates/themes/03_safety_maneuver/theme-safety-safe-penb_n02_of_05_f000237_t0011.8s.png,torque-mode eval; scout for safe-mode / aggressive slew cycle; neighbor 3/5; frame=237
theme-safety-safe-penb-03,theme,dynamic-safety-maneuver,Methods / Discussion,backend/autonomous_control/runs/9998217144237087_ml_mpo_safe_mode_penalty_safe_mode_penalty_on_21-42-42/videos/eval_best.mp4,candidates/themes/03_safety_maneuver/theme-safety-safe-penb_n03_of_05_f000246_t0012.3s.png,torque-mode eval; scout for safe-mode / aggressive slew cycle; neighbor 4/5; frame=246
theme-safety-safe-penb-04,theme,dynamic-safety-maneuver,Methods / Discussion,backend/autonomous_control/runs/9998217144237087_ml_mpo_safe_mode_penalty_safe_mode_penalty_on_21-42-42/videos/eval_best.mp4,candidates/themes/03_safety_maneuver/theme-safety-safe-penb_n04_of_05_f000255_t0012.8s.png,torque-mode eval; scout for safe-mode / aggressive slew cycle; neighbor 5/5; frame=255
theme-safety-mpo-torque-00,theme,dynamic-safety-maneuver,Methods / Discussion,backend/autonomous_control/runs/9998217164480175_ml_mpo_decoupled_dual_torque_sparse_16-05-19/videos/eval_best.mp4,candidates/themes/03_safety_maneuver/theme-safety-mpo-torque_n00_of_05_f000176_t0008.8s.png,torque-mode eval; scout for safe-mode / aggressive slew cycle; neighbor 1/5; frame=176
theme-safety-mpo-torque-01,theme,dynamic-safety-maneuver,Methods / Discussion,backend/autonomous_control/runs/9998217164480175_ml_mpo_decoupled_dual_torque_sparse_16-05-19/videos/eval_best.mp4,candidates/themes/03_safety_maneuver/theme-safety-mpo-torque_n01_of_05_f000185_t0009.2s.png,torque-mode eval; scout for safe-mode / aggressive slew cycle; neighbor 2/5; frame=185
theme-safety-mpo-torque-02,theme,dynamic-safety-maneuver,Methods / Discussion,backend/autonomous_control/runs/9998217164480175_ml_mpo_decoupled_dual_torque_sparse_16-05-19/videos/eval_best.mp4,candidates/themes/03_safety_maneuver/theme-safety-mpo-torque_n02_of_05_f000194_t0009.7s.png,torque-mode eval; scout for safe-mode / aggressive slew cycle; neighbor 3/5; frame=194
theme-safety-mpo-torque-03,theme,dynamic-safety-maneuver,Methods / Discussion,backend/autonomous_control/runs/9998217164480175_ml_mpo_decoupled_dual_torque_sparse_16-05-19/videos/eval_best.mp4,candidates/themes/03_safety_maneuver/theme-safety-mpo-torque_n03_of_05_f000203_t0010.2s.png,torque-mode eval; scout for safe-mode / aggressive slew cycle; neighbor 4/5; frame=203
theme-safety-mpo-torque-04,theme,dynamic-safety-maneuver,Methods / Discussion,backend/autonomous_control/runs/9998217164480175_ml_mpo_decoupled_dual_torque_sparse_16-05-19/videos/eval_best.mp4,candidates/themes/03_safety_maneuver/theme-safety-mpo-torque_n04_of_05_f000212_t0010.6s.png,torque-mode eval; scout for safe-mode / aggressive slew cycle; neighbor 5/5; frame=212
theme-shutter-a-00,theme,behaviour-selective-shutter,Results,backend/autonomous_control/runs/9998217165798903_ml_sac_shutter_split_15-43-20/videos/eval_best.mp4,candidates/themes/04_selective_shutter/theme-shutter-a_n00_of_03_f000099_t0005.0s.png,Exp9 SAC shutter-split eval_best; neighbor 1/3; frame=99
theme-shutter-a-01,theme,behaviour-selective-shutter,Results,backend/autonomous_control/runs/9998217165798903_ml_sac_shutter_split_15-43-20/videos/eval_best.mp4,candidates/themes/04_selective_shutter/theme-shutter-a_n01_of_03_f000108_t0005.4s.png,Exp9 SAC shutter-split eval_best; neighbor 2/3; frame=108
theme-shutter-a-02,theme,behaviour-selective-shutter,Results,backend/autonomous_control/runs/9998217165798903_ml_sac_shutter_split_15-43-20/videos/eval_best.mp4,candidates/themes/04_selective_shutter/theme-shutter-a_n02_of_03_f000117_t0005.8s.png,Exp9 SAC shutter-split eval_best; neighbor 3/3; frame=117
theme-shutter-b-00,theme,behaviour-selective-shutter,Results,backend/autonomous_control/runs/9998217165798903_ml_sac_shutter_split_15-43-20/videos/eval_best.mp4,candidates/themes/04_selective_shutter/theme-shutter-b_n00_of_03_f000185_t0009.2s.png,Exp9 SAC shutter-split eval_best; neighbor 1/3; frame=185
theme-shutter-b-01,theme,behaviour-selective-shutter,Results,backend/autonomous_control/runs/9998217165798903_ml_sac_shutter_split_15-43-20/videos/eval_best.mp4,candidates/themes/04_selective_shutter/theme-shutter-b_n01_of_03_f000194_t0009.7s.png,Exp9 SAC shutter-split eval_best; neighbor 2/3; frame=194
theme-shutter-b-02,theme,behaviour-selective-shutter,Results,backend/autonomous_control/runs/9998217165798903_ml_sac_shutter_split_15-43-20/videos/eval_best.mp4,candidates/themes/04_selective_shutter/theme-shutter-b_n02_of_03_f000203_t0010.2s.png,Exp9 SAC shutter-split eval_best; neighbor 3/3; frame=203
theme-shutter-c-00,theme,behaviour-selective-shutter,Results,backend/autonomous_control/runs/9998217165798903_ml_sac_shutter_split_15-43-20/videos/eval_best.mp4,candidates/themes/04_selective_shutter/theme-shutter-c_n00_of_03_f000271_t0013.6s.png,Exp9 SAC shutter-split eval_best; neighbor 1/3; frame=271
theme-shutter-c-01,theme,behaviour-selective-shutter,Results,backend/autonomous_control/runs/9998217165798903_ml_sac_shutter_split_15-43-20/videos/eval_best.mp4,candidates/themes/04_selective_shutter/theme-shutter-c_n01_of_03_f000280_t0014.0s.png,Exp9 SAC shutter-split eval_best; neighbor 2/3; frame=280
theme-shutter-c-02,theme,behaviour-selective-shutter,Results,backend/autonomous_control/runs/9998217165798903_ml_sac_shutter_split_15-43-20/videos/eval_best.mp4,candidates/themes/04_selective_shutter/theme-shutter-c_n02_of_03_f000289_t0014.4s.png,Exp9 SAC shutter-split eval_best; neighbor 3/3; frame=289
theme-shutter-d-00,theme,behaviour-selective-shutter,Results,backend/autonomous_control/runs/9998217165798903_ml_sac_shutter_split_15-43-20/videos/eval_best.mp4,candidates/themes/04_selective_shutter/theme-shutter-d_n00_of_03_f000335_t0016.8s.png,Exp9 SAC shutter-split eval_best; neighbor 1/3; frame=335
theme-shutter-d-01,theme,behaviour-selective-shutter,Results,backend/autonomous_control/runs/9998217165798903_ml_sac_shutter_split_15-43-20/videos/eval_best.mp4,candidates/themes/04_selective_shutter/theme-shutter-d_n01_of_03_f000344_t0017.2s.png,Exp9 SAC shutter-split eval_best; neighbor 2/3; frame=344
theme-shutter-d-02,theme,behaviour-selective-shutter,Results,backend/autonomous_control/runs/9998217165798903_ml_sac_shutter_split_15-43-20/videos/eval_best.mp4,candidates/themes/04_selective_shutter/theme-shutter-d_n02_of_03_f000353_t0017.6s.png,Exp9 SAC shutter-split eval_best; neighbor 3/3; frame=353
